time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi
45128.08,26.3,1.94,0.16,0,0.5,2,2.5,25.1,10,1,0,90,0.9,1.94,135,111,1.2,1.8,19.0
45128.13,26.4,2.19,0.13,0,0.5,2.4,3,19.7,7,1,0,90,0.8,2.16,104,110,1,1.1,19.0
45128.17,26.6,2.01,0.14,0.02,0.6,3.1,3.8,17.4,6,2,0,89,0.9,2.03,115,126,0.8,1,19.0
45128.21,26.3,2.24,0.16,0,0.9,5.4,6.3,17.2,18,2,0,90,0.8,2.22,227,117,1.1,0.5,19.0
45128.25,26.5,2.07,0.2,0,1.7,6.2,8,16.6,14,1,0,90,0.8,2.07,259,129,0.5,0.3,19.0
45128.29,27.2,2.18,0.41,0.08,4.5,9.3,13.8,11.3,22,3,0,88,1,2.26,129,136,1,0.4,19.0
45128.33,28.8,2.42,0.41,0.07,5.7,10,15.8,18.3,21,6,0,82,1.1,2.49,252,254,1.8,0.5,17.0
45128.38,30.4,1.99,0.22,0,4.5,8.9,13.4,22.5,18,5,0,68,1.3,1.99,259,255,2.1,1.3,17.0
45128.42,31.7,1.94,0.16,0,3.6,6.8,10.5,26.5,14,2,0,59,2.5,1.92,257,242,1.7,1.2,17.0
45128.46,32.8,1.94,0.16,0,1.8,6.2,8,41.6,14,4,0,55,2.5,1.92,258,271,2.5,1.6,17.0
45128.5,33.8,1.92,0.15,0,0.8,4.2,5,51.2,16,3,0,51,1.4,1.89,280,257,2.6,1.8,19.0
45128.54,34,1.96,0.14,0,0.8,4.3,5.2,55.1,17,3,0,53,1.3,1.94,279,283,3.5,2.8,23.0
45128.58,34,1.94,0.14,0,1.1,3.9,5,48.9,17,5,0,55,1.3,1.93,274,266,4.1,3.2,28.0
45128.63,33.3,1.92,0.15,0,1,4.4,5.4,45.3,18,4,0,59,1.3,1.92,272,267,4.2,3.9,31.0
45128.67,32.5,1.92,0.18,0.02,1.3,5.4,6.8,43.1,20,4,0,64,1.6,1.94,271,271,3.6,3.7,35.0
45128.71,31.5,1.92,0.22,0,1.1,6.1,7.2,38.8,17,7,0,69,1.4,1.92,273,271,3.8,3.5,38.0
45128.75,30.9,1.92,0.21,0,1.1,6.4,7.6,30.1,16,4,0,71,1.2,1.91,271,268,3.1,3,40.0
45128.79,30.2,1.93,0.2,0,1,6.2,7.3,22.2,16,7,0.5,75,1,1.91,285,318,1.3,1.8,41.0
45128.83,29,2.02,0.34,0.09,1.2,9.8,11,20.6,12,6,0,87,1.1,2.11,93,105,1.5,1.3,38.0
45128.88,28.4,2.04,0.28,0.04,1.4,8.5,10,16.4,14,5,0,87,0.9,2.08,113,125,1.2,1.3,35.0
45128.92,28.7,2.29,0.24,0.03,1.2,7.9,9.1,15,15,3,0,85,1,2.32,116,124,0.9,1,31.0
45128.96,28.8,2.41,0.23,0.02,0.9,7.1,8,14.1,16,3,0,85,1,2.43,107,127,1.1,0.8,26.0
45129.0,28.6,2.14,0.19,0.04,0.9,5.6,6.5,13.5,20,9,0,86,1,2.18,126,133,2.2,1.1,23.0
45129.04,28.5,1.97,0.11,0,0.1,3.5,3.6,13.8,15,5,0,84,0.8,1.96,116,102,1.5,1.5,19.0
45129.08,27.1,1.99,0.09,0,0.5,2.9,3.4,19.3,13,3,0.5,87,0.8,1.94,298,21,1.7,0.8,17.0
45129.13,26,1.97,0.09,0,0.2,2,2.3,26.1,9,2,0,89,0.8,1.93,79,75,1.7,1.4,16.0
45129.17,26.6,1.99,0.12,0,0.3,3.1,3.4,20.9,11,1,0,88,0.9,1.98,243,277,0.6,0,16.0
45129.21,26.5,2.07,0.17,0.03,0.6,5.3,5.9,19.4,10,1,0,89,0.8,2.1,244,279,1.3,0.2,16.0
45129.25,26.9,2.11,0.21,0.05,2.6,7.4,10,14.6,9,4,0,88,0.9,2.16,107,91,0.8,0.5,16.0
45129.29,28.1,2.14,0.23,0.03,3.4,7,10.4,15.2,19,4,0,83,0.9,2.17,138,279,1,0.4,16.0
45129.33,29.7,2.08,0.22,0,2.8,5.8,8.7,21.1,16,3,0,74,1,2.08,273,270,1.2,0.9,16.0
45129.38,31,1.96,0.13,0,2,4.9,7,27.6,13,2,0,65,1.3,1.92,291,275,1.9,1.3,17.0
45129.42,31.8,1.95,0.15,0,1.6,5.2,6.8,34,16,6,0,63,1.4,1.91,271,269,3.1,2.2,19.0
45129.46,32.5,1.95,0.15,0,1.1,4.5,5.7,35.5,14,10,0,63,1.2,1.93,279,275,3.6,2.9,20.0
45129.5,32.9,1.92,0.12,0,0.9,2.9,3.8,33.6,17,8,0,61,1,1.88,284,293,3.7,3.1,21.0
45129.54,33,1.9,0.11,0,0.6,2.6,3.3,31.9,20,4,0,62,0.9,1.86,273,285,3.6,3.5,23.0
45129.58,32.8,1.9,0.12,0,0.9,2.6,3.5,30.4,16,2,0,61,1,1.86,281,280,3.8,3.2,24.0
45129.63,32.4,1.91,0.29,0,1.9,6.2,8.1,27.4,23,4,0,65,3.1,1.88,279,288,3.8,3.2,26.0
45129.67,32.4,1.91,0.4,0,2.8,8.9,11.8,24.3,22,9,0,66,4.2,1.9,274,275,3.4,3.4,28.0
45129.71,31.5,1.92,0.38,0,2.1,9.7,11.9,23.9,18,8,0,69,4.6,1.91,277,279,2.7,2.9,28.0
45129.75,30.9,1.93,0.41,0,1.4,13,14.5,19.5,24,8,0,71,5.1,1.93,274,270,2.2,2.7,28.0
45129.79,30.3,1.98,0.24,0,0.6,7.2,7.8,21.6,17,6,0,77,1.5,1.97,272,264,2.5,2,26.0
45129.83,30,1.94,0.2,0,0.7,9.2,9.9,20.9,19,4,0,81,1.1,1.92,269,280,1.5,1.7,24.0
45129.88,29.6,2,0.2,0,0.4,7.1,7.6,22.6,15,5,0,83,1,1.97,250,248,1.6,1.4,22.0
45129.92,29.4,2.04,0.2,0,0.3,6.1,6.5,22.3,13,6,0,84,0.9,2.01,250,246,0.9,1,21.0
45129.96,29.4,2.08,0.2,0,0.3,6.8,7.2,20.3,12,5,0,84,1,2.06,248,273,0.9,0.5,20.0
45130.0,29.1,2.11,0.2,0,0.3,6.5,6.8,18.4,16,2,0,84,1,2.1,249,243,1.2,0.9,19.0
45130.04,28.7,2.13,0.18,0,1,5.5,6.5,18.2,13,2,0,84,0.7,2.11,258,259,1.3,1.3,19.0
45130.08,28.6,2.08,0.22,0,1,5.5,6.5,18.3,17,3,0,84,0.6,2.05,104,95,1.8,0.1,19.0
45130.13,28.4,2.07,0.16,0,0.9,5.8,6.7,13.3,12,5,0,85,0.8,2.05,190,248,0.5,0.2,19.0
45130.17,28.2,2.19,0.16,0,0.6,4.9,5.6,14.2,11,6,0,87,0.8,2.17,118,127,1,0.9,18.0
45130.21,28,2.16,0.16,0,0.9,4.8,5.8,17.7,14,3,0,89,0.7,2.14,250,242,2,1,17.0
45130.25,28,2.11,0.17,0,1.7,4.7,6.4,14.5,10,2,0,87,0.6,2.09,217,276,1.2,0.3,16.0
45130.29,28.6,2.18,0.22,0,2.6,5.5,8.2,15.8,17,6,0,86,1,2.18,235,252,1.1,0.7,15.0
45130.33,30,2.13,0.21,0,2.7,4.7,7.4,22.6,16,10,0,81,1,2.1,284,295,2.1,1.3,15.0
45130.38,31.3,2.03,0.2,0,1.8,3.9,5.7,35,17,8,0,69,1.2,1.98,297,280,1.5,0.9,16.0
45130.42,32.4,1.97,0.2,0,1.4,3.9,5.3,45.3,17,8,0,62,1.1,1.95,275,268,3.6,2.3,18.0
45130.46,32.2,1.95,0.33,0,1.9,6.5,8.4,37.3,15,6,0,64,3.3,1.92,278,277,3.9,2.9,21.0
45130.5,32.3,1.92,0.32,0,3.1,7.3,10.4,30.3,19,6,0,65,4.5,1.87,284,288,4.4,3.8,23.0
45130.54,32.5,1.9,0.29,0,3.2,5.6,8.9,26.5,17,6,0,65,3.8,1.85,282,274,4.6,4,25.0
45130.58,32.1,1.9,0.16,0,2.8,4.3,7.1,21.9,15,3,0,64,2.4,1.85,303,309,4.2,3.4,26.0
45130.63,31.3,1.9,0.1,0,2,3.8,5.9,21.1,10,2,0,67,0.8,1.85,318,347,2.6,2.5,27.0
45130.67,31,1.9,0.1,0,1.5,2.6,4.1,20.6,12,0,0,66,0.6,1.85,334,347,1.9,1.8,28.0
45130.71,30.5,1.93,0.17,0,1.5,3.9,5.4,19.7,9,0,0,69,0.7,1.9,84,125,1,0.4,27.0
45130.75,29.3,2.01,0.24,0,1.7,7.4,9.1,19,16,3,0,78,0.8,1.99,236,251,1.9,0.9,25.0
45130.79,28.3,2.03,0.26,0,1.4,8.8,10.3,17.6,18,2,0,83,0.9,2.03,251,244,1.6,1,22.0
45130.83,27.9,2.12,0.25,0,1.3,9.7,11,16.8,18,3,0,82,0.7,2.11,265,267,1.9,1.5,20.0
45130.88,27.9,2.17,0.24,0,1.1,10.5,11.6,14.5,17,2,0,83,0.7,2.17,228,133,1.3,0.8,19.0
45130.92,27.6,2.19,0.19,0,1.7,8.8,10.5,7.5,22,2,0,85,0.6,2.17,132,141,0.5,0.6,17.0
45130.96,27.5,2.12,0.17,0,1.1,6.3,7.5,9.3,18,2,0,84,0.5,2.09,113,96,0.6,0.1,17.0
45131.0,27.2,2.15,0.15,0,1,4.4,5.4,11.6,16,0,0,83,0.5,2.12,260,276,0.4,0.2,17.0
45131.04,26.8,2.17,0.16,0,0.5,5.6,6.1,9.9,15,2,0,85,0.8,2.13,259,119,0.3,0.4,16.0
45131.08,26.8,2.19,0.15,0.02,0.7,5.4,6.1,9.6,16,2,0,85,0.8,2.21,178,117,0.4,0.1,16.0
45131.13,26.5,2.28,0.15,0.06,1,4.9,5.9,7.8,21,0,0,85,0.8,2.34,187,244,0.7,0.3,15.0
45131.17,26.4,2.18,0.16,0.04,1.2,5.1,6.3,6.6,21,2,0,86,0.8,2.22,147,149,0.4,0.3,16.0
45131.21,26.3,2.14,0.17,0.04,1.6,5.8,7.4,6.8,23,0,0,87,0.9,2.18,244,130,0.9,0.3,17.0
45131.25,26.8,2.38,0.25,0.07,5.3,6.1,11.5,5.7,24,3,0,84,0.9,2.45,235,269,1.4,0.4,19.0
45131.29,28.2,2.31,0.32,0.05,6.3,6.8,13.1,10.4,28,6,0,77,1.1,2.36,251,238,1,0.6,20.0
45131.33,30,2.17,0.37,0.07,6.7,10,16.7,17.8,25,7,0,66,1.2,2.24,260,287,1.5,1.1,21.0
45131.38,31.6,1.97,0.25,0.05,3.8,8.9,12.7,24,#,4,0,58,1.4,2.02,321,52,1.8,0.5,22.0
45131.42,32.3,1.9,0.12,0.01,1.9,4.8,6.7,26.6,11,3,0,52,1,1.91,349,354,0.9,1,23.0
45131.46,32.7,1.9,0.14,0.02,1.7,5.6,7.4,31.3,11,5,0,50,1.1,1.92,310,328,1.5,1.2,20.0
45131.5,33.1,1.9,0.14,0.01,1.7,5.6,7.3,32,13,2,0,49,1,1.91,311,309,2.6,1.6,17.0
45131.54,33.4,1.88,0.1,0,1.6,4.1,5.8,35,10,0,0,47,1.1,1.88,295,292,1.8,1.6,18.0
45131.58,33.3,1.88,0.12,0.03,1.4,5.2,6.7,32.2,12,2,0,49,1,1.91,291,319,2,1.9,20.0
45131.63,33.6,1.88,0.13,0.03,2,5.5,7.6,30.8,9,4,0,48,1.1,1.91,298,314,2,2,24.0
45131.67,33.5,1.88,0.12,0.01,1.7,5.1,6.9,28,8,0,0,48,1,1.89,335,339,2.3,1.6,26.0
45131.71,32.6,1.9,0.15,0.02,1.2,5,6.2,25.9,9,0,0,51,1,1.92,3,0,1.6,1.2,27.0
45131.75,31.8,1.9,0.16,0.02,0.8,6.3,7.1,27.2,11,2,0,59,1.1,1.92,3,26,1.3,1.2,28.0
45131.79,31.3,1.92,0.23,0.06,0.7,8,8.8,22.6,10,4,0,63,1.2,1.98,27,30,0.8,0.8,28.0
45131.83,30.9,1.95,0.25,0.07,0.8,9.4,10.2,23,16,5,0,64,1.5,2.02,71,70,1,0.9,27.0
45131.88,30.4,1.96,0.25,0.07,0.5,8.3,8.8,23.5,14,5,0,67,1.3,2.03,64,127,0.6,0.4,26.0
45131.92,29.5,2.15,0.27,0.14,1.3,10.2,11.6,15.3,14,7,0,73,1.3,2.29,112,99,0.5,0.6,24.0
45131.96,28.9,2.4,0.21,0.09,0.8,8.3,9.2,13.8,17,9,0,80,1.2,2.49,120,133,1.3,0.6,22.0
45132.0,28.6,2.02,0.17,0.05,0.7,7.4,8.1,14.9,17,5,0,82,1.2,2.07,130,123,0.6,0.2,20.0
45132.04,28.3,1.97,0.15,0.06,0.5,5.4,6,14.7,18,5,0,83,1.2,2.03,135,261,0.3,0.5,19.0
45132.08,27.9,2.6,0.15,0.06,0.7,5.2,5.9,12.6,21,10,0,83,1.2,2.66,116,98,0.5,0.4,18.0
45132.13,27.7,2.09,0.14,0.08,0.7,5.1,5.8,12.5,18,5,0,84,1.3,2.17,142,273,0.6,0.5,19.0
45132.17,27.5,2.04,0.14,0.03,0.7,5.2,6,10.8,24,4,0,84,1.1,2.07,246,145,0.6,0.1,18.0
45132.21,27.3,2.05,0.18,0.06,1.3,5.9,7.3,10.4,22,5,0,84,1,2.11,119,108,0.9,0.9,18.0
45132.25,27.9,2.12,0.32,0.06,2.5,6,8.6,8.7,22,4,0,79,1,2.18,107,117,0.7,0.4,19.0
45132.29,28.8,2.18,0.41,0.11,4.6,8.4,13,12.3,24,6,0,73,1.2,2.29,121,131,1.5,1,19.0
45132.33,30.2,1.95,0.27,0.06,4,7.8,11.9,26.3,23,9,0,69,1.3,2.01,240,251,2.3,0.7,20.0
45132.38,31,1.94,0.18,0.02,1.8,5.3,7.1,40.2,22,13,0,68,1.3,1.96,254,274,1.5,1.2,21.0
45132.42,32.2,1.93,0.18,0.02,1.2,5,6.2,59.7,27,16,0,60,1.3,1.95,266,278,1.5,0.9,24.0
45132.46,33.5,1.94,0.18,0.03,0.9,4.4,5.4,63.9,20,10,0,54,1.3,1.97,264,267,1.9,0.9,30.0
45132.5,34,1.95,0.18,0.04,0.6,4.9,5.5,74.4,27,12,0,51,1.4,1.99,277,274,1.6,1,32.0
45132.54,33.6,1.95,0.25,0.05,0.8,7.6,8.4,76.5,36,22,0,61,1.8,2,302,283,2.4,1.8,34.0
45132.58,33.6,1.97,0.25,0.09,0.6,7.3,7.9,82.6,37,18,0,61,1.8,2.06,311,303,2.7,1.7,42.0
45132.63,33.6,1.96,0.26,0.06,0.9,7.3,8.2,81.1,34,18,0,60,1.6,2.02,291,299,2.4,2.4,50.0
45132.67,33.6,1.95,0.23,0.03,0.8,7.1,7.9,76.4,31,19,0,59,1.5,1.98,333,314,1.8,1.4,77.0
45132.71,33.2,1.95,0.3,0.06,0.8,8.9,9.8,66.5,26,13,0,60,1.5,2.01,302,5,1.5,1.4,97.0
45132.75,32.7,1.95,0.3,0.07,0.5,9.1,9.6,64.4,27,11,0,61,1.4,2.02,330,282,1.8,0.7,104.0
45132.79,31.9,2,0.41,0.18,0.8,15.9,16.7,47.3,35,15,0,62,1.7,2.18,269,266,1.6,1.5,108.0
45132.83,31.6,2.04,0.37,0.2,0.6,16.1,16.7,41.5,30,10,0,61,2.5,2.24,266,252,0.6,0.9,101.0
45132.88,31.1,2.11,0.51,0.25,1,21,22,29.5,35,16,0,66,3.2,2.36,159,113,0.6,0.3,90.0
45132.92,30.5,2.4,0.51,0.2,1,16.8,17.8,26.2,33,19,0,72,2.5,2.6,106,102,0.3,0.5,71.0
45132.96,30.2,2.34,0.45,0.21,0.8,13.8,14.6,24.9,38,19,0,75,2.1,2.55,117,92,0.3,0.6,50.0
45133.0,29.9,2.48,0.38,0.14,0.5,11,11.6,27.7,37,19,0,77,1.7,2.62,240,257,0.6,0.1,52.0
45133.04,30,2.15,0.33,0.14,0.9,8.8,9.8,28.6,33,17,0,79,1.4,2.29,125,90,0.8,0.1,56.0
45133.08,29.8,2.14,0.23,0.17,0.9,5.8,6.7,28,29,14,0,79,1,2.31,126,148,0.2,0.5,55.0
45133.13,29.2,2.52,0.27,0.16,1,6.4,7.4,23.6,33,16,0,83,1,2.68,133,103,0.2,0.4,53.0
45133.17,29,2.25,0.25,0.14,1,7.2,8.2,19.4,29,15,0,83,0.9,2.39,126,123,1,0.5,52.0
45133.21,29,2.32,0.21,0.11,1.1,6.4,7.6,16.5,20,11,0,77,0.8,2.43,94,108,0.3,0.5,50.0
45133.25,29.1,2.21,0.35,0.19,2.1,8.4,10.5,13.1,23,12,0,74,1,2.4,132,135,0.9,0.3,47.0
45133.29,29.3,2.39,0.61,0.2,7.5,14.5,22.1,9.6,20,10,0,73,1.1,2.59,115,125,0.5,0.6,46.0
45133.33,29.6,2.24,0.5,0.18,8.6,16,24.7,10.1,29,8,0,73,1.3,2.42,279,349,0.8,0.7,44.0
45133.38,31.7,2.27,0.47,0.18,4.9,13.7,18.7,43.6,37,14,0,65,1.4,2.45,262,261,0.8,0.6,40.0
45133.42,33,2.24,0.46,0.24,2.5,19.6,22.1,64,55,25,0,59,1.7,2.48,242,213,0.8,0.7,41.0
45133.46,33.1,2.2,0.41,0.22,1.8,17.5,19.3,64,47,22,0,57,1.7,2.42,155,139,1.1,0.2,47.0
45133.5,31.4,2.17,0.38,0.18,2.1,15.3,17.4,45.1,33,13,0,70,1.6,2.35,220,247,1.8,0.9,53.0
45133.54,31.5,2.15,0.31,0.18,1.9,14.2,16.1,39.4,#,#,0,69,1.1,2.33,242,241,1,0.5,54.0
45133.58,31.3,2.16,0.33,0.17,1.8,14.1,15.9,40.2,32,12,0,74,1.1,2.33,249,256,0.5,0.4,55.0
45133.63,31.7,2.18,0.38,0.21,1.7,14.7,16.5,60.7,52,26,0,73,1.7,2.39,253,249,1.9,1.3,49.0
45133.67,32,2.2,0.45,0.26,1.5,16.8,18.3,52.2,46,22,0,73,1.4,2.46,240,116,1,0.6,52.0
45133.71,30.6,2.25,0.58,0.29,1.9,23.5,25.4,24.1,36,18,0.5,84,1,2.54,249,247,1.2,0.7,57.0
45133.75,29.7,2.32,0.45,0.2,2.2,21.5,23.7,19.6,35,22,0,86,0.8,2.52,247,248,2,1.2,57.0
45133.79,28.9,2.2,0.39,0.17,1.3,14.3,15.7,16.7,41,21,0,88,0.9,2.37,264,237,0.8,0.8,61.0
45133.83,28.8,2.11,0.32,0.11,1.8,12.8,14.6,7.4,23,9,0,85,0.9,2.22,248,237,1.1,1.1,61.0
45133.88,28.3,2.06,0.23,0.11,1.7,9.5,11.3,8.6,19,5,0,85,0.7,2.17,260,233,0.6,0.3,57.0
45133.92,28,2.07,0.19,0.06,1.2,7.8,9,11.1,21,2,0,85,0.7,2.13,151,120,0.6,0.2,52.0
45133.96,27.8,2.57,0.26,0.11,1.7,7.1,8.8,9.7,14,1,0,86,0.8,2.68,111,108,0.7,0.3,40.0
45134.0,27.6,2.2,0.18,0.07,1.3,5.7,7.1,8.8,14,4,0.5,87,0.6,2.27,175,266,0.5,0.1,29.0
45134.04,27.1,2.12,0.17,0.07,0.3,6.4,6.7,7.9,16,6,0,89,1.2,2.19,201,116,0.9,0.2,26.0
45134.08,27,2.61,0.16,0,0.3,4.9,5.2,9.3,12,5,0,89,1.5,2.6,107,116,0.7,0.5,25.0
45134.13,27.2,2.16,0.2,0.06,0.3,4.7,5,9.6,23,4,0,88,1.5,2.22,85,86,0.4,0.4,25.0
45134.17,27.3,2.32,0.22,0.08,0.2,6.3,6.6,7.1,16,3,0,89,1.5,2.4,262,260,0.6,0.2,24.0
45134.21,26.8,2.4,0.21,0.07,1.3,7.9,9.3,7.9,21,2,0,91,1.4,2.47,243,99,0.6,0.5,21.0
45134.25,27.1,2.24,0.29,0.05,1.7,6.4,8.2,7.7,24,8,0,89,1.3,2.29,121,114,0.8,0.4,19.0
45134.29,27.7,2.23,0.51,0.1,3.5,8.2,11.7,8.5,29,11,0,87,1.5,2.33,127,264,0.4,0.6,20.0
45134.33,28.3,2.11,0.46,0.13,4.6,12.2,16.8,14,32,12,0,86,1.9,2.24,130,102,0.7,0.3,20.0
45134.38,28.4,2.14,0.39,0.17,2,12.3,14.3,21.2,34,11,0,87,1.9,2.31,277,279,1.4,0.4,23.0
45134.42,28.2,2.24,0.39,0.23,8.8,19.3,28.1,16.5,41,21,0,89,1.9,2.47,255,277,1,1.3,26.0
45134.46,29.3,2.1,0.31,0.08,2.3,12,14.4,37.1,37,20,0,85,1.9,2.18,246,129,0.8,0.7,34.0
45134.5,30.1,2.08,0.29,0.07,0.9,8.4,9.3,47.1,36,16,0,82,2,2.15,244,251,1.7,0.8,40.0
45134.54,30.5,2.09,0.24,0.01,0.5,5.4,5.9,49.1,35,16,0,76,1.9,2.1,246,240,1.6,1.4,44.0
45134.58,30.3,2.12,0.25,0.01,0.4,6.2,6.7,52.1,38,17,0,77,1.8,2.13,259,246,1.5,1.1,47.0
45134.63,30.3,2.17,0.28,0.03,0.5,9,9.5,50.4,43,23,0,77,2,2.2,248,259,1.2,1.1,47.0
45134.67,30.3,2.19,0.33,0.08,0.4,10.2,10.7,48.9,47,27,0,77,2.1,2.27,250,242,1.4,1,51.0
45134.71,29.9,2.24,0.44,0.15,0.6,13.8,14.4,41.9,46,26,0,82,2.1,2.39,276,270,1.2,1.1,57.0
45134.75,29.5,2.22,0.51,0.19,0.3,15.3,15.6,36.1,46,29,0,85,2.1,2.41,275,281,1.3,1.2,63.0
45134.79,29.5,2.24,0.48,0.21,0.3,15.9,16.3,31.2,42,28,0,85,2.2,2.45,306,349,0.6,0.6,68.0
45134.83,29.6,2.21,0.35,0.1,0.2,13.8,14.1,29.9,45,27,0,87,1.8,2.31,344,327,1.4,1,72.0
45134.88,29.1,2.14,0.27,0.04,0.3,9.8,10.1,26.7,31,18,0,89,1.6,2.18,278,268,1.4,1.1,73.0
45134.92,28.7,2.21,0.31,0.1,0.4,11.1,11.6,18.1,30,16,0,91,1.6,2.31,183,250,1.4,0.3,72.0
45134.96,28.5,2.24,0.26,0.09,0.3,10.9,11.2,16.8,28,15,0,92,1.8,2.33,217,267,0.5,0.2,67.0
45135.0,28,2.36,0.27,0.05,0.3,8.9,9.2,12.1,37,13,0,91,1.8,2.41,250,225,0.4,0.8,63.0
45135.04,28,2.24,0.18,0.02,0.8,4.9,5.7,11.9,19,8,0,86,1.1,2.26,157,246,0.4,0.2,58.0
45135.08,27.6,*,0.13,#,0.9,4.4,5.4,10.1,21,4,0,84,1,*,243,133,0.6,0.4,54.0
45135.13,27.2,*,0.13,#,0.9,3.3,4.2,10.7,23,5,0,86,1,*,53,34,0.4,0.1,48.0
45135.17,26.9,2.16,0.16,0,1.2,3.9,5.1,11.8,21,8,0.5,89,1.1,2.12,128,113,1.3,0.9,41.0
45135.21,26.7,2.13,0.19,0,1.3,4.9,6.3,15.1,18,10,0,91,1,2.11,206,245,2.1,0.5,37.0
45135.25,26.1,2.24,0.24,0,2,7.4,9.4,8.8,19,6,1.5,93,1,2.22,237,247,0.6,0.4,35.0
45135.29,25.9,2.14,0.4,0.04,3.5,10.4,14,11.4,10,7,1,91,1.1,2.18,122,103,0.7,0.5,33.0
45135.33,26.2,2.12,0.44,0.04,4.6,12.8,17.5,12.6,9,4,0,88,1.3,2.16,250,260,1.6,0.4,31.0
45135.38,26.5,2.2,0.36,0.07,12.3,18.7,31,6.3,23,9,0.5,90,1.2,2.27,265,15,0.5,0.2,26.0
45135.42,26.8,2.12,0.33,0.09,5.1,15.7,20.9,12.7,14,7,1.5,88,1.2,2.21,87,93,0.9,0.4,30.0
45135.46,26.9,2.13,0.34,0.23,5.9,16.4,22.3,16.4,19,7,0,88,1.4,2.36,262,271,1.1,0.9,25.0
45135.5,27.2,2.1,0.23,0.1,4.5,13.3,17.9,22.3,17,8,0,88,1.4,2.2,258,195,0.5,1.3,27.0
45135.54,27.3,2.1,0.2,0.04,2.9,9.7,12.6,21.4,17,5,0,88,1.4,2.14,254,248,2.3,1.6,24.0
45135.58,26.2,2.1,0.18,0,2.3,9.4,11.7,18.8,12,5,1.5,89,1.4,2.09,248,225,0.8,1.2,22.0
45135.63,26,2.16,0.25,0.15,3.2,13.3,16.6,15.2,16,8,1,91,1.4,2.31,272,254,1.4,0.2,21.0
45135.67,25.9,2.25,0.33,0.16,6.1,18.8,24.9,8.1,20,9,0.5,93,1.5,2.41,250,272,0.8,1,22.0
45135.71,25.9,2.27,0.44,0.23,6.5,18.7,25.2,6.1,21,8,0.5,95,1.5,2.5,261,269,1.6,1,30.0
45135.75,25.8,2.17,0.37,0.11,4,15.5,19.6,5.9,18,4,0,94,1.7,2.28,264,212,0.3,0.4,30.0
45135.79,26.2,2.21,0.51,0.17,4.4,18.2,22.6,2.9,17,3,0,92,1.4,2.38,87,103,0.6,0.1,25.0
45135.83,26.6,2.22,0.45,0.22,4.8,14.6,19.4,4.4,19,6,0,90,1.1,2.44,103,245,0.2,0.4,30.0
45135.88,26.2,2.38,0.43,0.19,5.6,11.8,17.4,3.3,27,8,1,93,1.2,2.57,107,97,1.6,0.9,23.0
45135.92,25.7,2.12,0.25,0.07,2.8,7.8,10.6,7.2,20,3,0,92,1.1,2.19,105,141,0.3,0.7,19.0
45135.96,25.8,2.42,0.24,0.02,1.5,7.8,9.3,6.3,21,0,0,92,1.1,2.44,247,268,0.8,0.5,19.0
45136.0,25.6,2.45,0.24,0.03,1.5,8,9.6,3.8,17,0,0,95,0.9,2.48,119,107,0.3,0.2,20.0
45136.04,25.6,2.37,0.19,0.05,0.9,7.3,8.3,5,17,0,0,92,0.9,2.42,101,109,1.2,0.7,20.0
45136.08,25.5,2.08,0.14,0.08,1,5.1,6.2,6,23,0,0,89,0.9,2.16,103,122,0.8,0.8,18.0
45136.13,25.2,2.28,0.13,0.03,0.9,4.4,5.4,5.3,21,1,0,91,0.8,2.31,239,176,0.4,0.5,19.0
45136.17,25.1,2.33,0.13,0.02,1.1,4.5,5.6,3,20,1,0,93,0.8,2.35,200,110,0.2,0,19.0
45136.21,25.4,2.25,0.22,0.13,2,6.4,8.4,5.2,24,2,0,90,1,2.38,109,129,0.6,0.4,20.0
45136.25,25.5,2.29,0.35,0.16,6.7,6.9,13.6,3.9,30,4,0,89,1,2.45,131,236,0.4,0.2,21.0
45136.29,26.3,2.41,0.29,0.11,7.8,6.8,14.7,6.7,28,9,0,87,1.1,2.52,280,275,0.7,0.4,22.0
45136.33,27.6,2.19,0.26,0.03,9.1,8.1,17.2,9.3,25,6,0,82,1.7,2.22,247,239,0.7,0.9,23.0
45136.38,30.2,2.18,0.37,0.09,5.9,11.4,17.4,31.7,28,9,0,68,1.7,2.27,258,233,1.3,0.2,24.0
45136.42,32.5,2.1,0.32,0.08,2.4,12.6,15.1,51.8,27,9,0,57,1.4,2.18,283,280,2.2,1.5,25.0
45136.46,32.7,2,0.19,0.02,1.5,7.5,9,47.5,18,6,0,57,1.3,2.02,276,285,2.8,2.9,25.0
45136.5,33.2,1.98,0.15,0,1,4.5,5.6,47,19,4,0,54,1.3,1.97,266,255,2.1,1.7,23.0
45136.54,33.4,1.98,0.17,0.02,0.9,3.7,4.6,40.8,12,3,0,52,1.4,2,259,254,2.8,1.5,23.0
45136.58,32.3,1.98,0.19,0.02,0.9,4.8,5.7,39.8,18,7,0,61,1.4,2,304,26,2.8,1.5,27.0
45136.63,29.6,2.03,0.29,0.07,0.9,10.4,11.4,38.1,16,8,4.5,79,1.3,2.1,41,353,1.2,1.1,31.0
45136.67,27.3,2.03,0.25,0.05,1,11.3,12.4,33.7,12,7,18.5,92,1,2.08,5,294,2.9,0.7,35.0
45136.71,25.4,1.97,0.18,0.01,0.7,6.4,7.1,28.9,7,4,5.5,96,0.9,1.98,317,15,0.8,1.4,38.0
